"","date","username","text"
"79","2020-01-21 23:55:55","kirindensetsu","Having low affective empathy is great for avoiding mental health contagion, but absolute shit when your Thinking Brain is tired and you try to feed ""Think of the good you can do in the world!"" to the ancient shrivelled corpse of Feeling Brain, which deals only in loneliness-pain."
"80","2020-01-21 23:55:50","LexiTuers","Not sure what’s worse rn my credit score or my mental health, being an adult is so fun"
"81","2020-01-21 23:55:45","chuckcmy45","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"82","2020-01-21 23:55:34","steamynicks_","Because he needs HELP. His mental health is completely shot at this point"
"83","2020-01-21 23:55:24","hicks8224","Lol I literally said he needs psychiatric help? What makes him different than any other person on the planet that has mental health issues other than he was a millionaire before his life fell apart? I never said it discriminated."
"84","2020-01-21 23:55:23","wooszeoks","i have to get the fuck off of this site or i’m gonna ficking explodewtfis wring with people i just dont fucking get it you claim to care about mental health of others then pull tha t shit in the same breathe"
"85","2020-01-21 23:55:20","kmccar2_kevin","Mental health help more available to everyone who needs it."
"86","2020-01-21 23:55:15","Agor777","Look, it's all fine and proper worrying about the state of his mental health and all, but this is a highly paid professional athlete at one of the biggest and most modern sporting establishments in the world. He puts himself out there all the time and doesn't seem to be able to"
"87","2020-01-21 23:55:08","fscarfe","#alcoholawareness Mental health and Alcohol"
"88","2020-01-21 23:55:06","wigglingpen","I will check this post to know more about kids mental health"
"89","2020-01-21 23:55:06","ThePaintedBrain","Our #MentalHealth; our emotional, social, and psychological well being - affects our physical health, how we think, how we act, and what we do."
"90","2020-01-21 23:55:05","MarkWinksActor","Mental health is a very bad thing to suffer with I have done for as long as I can remember please try and stay strong and know your not on your own you get throw it and you beat it in the end"
"91","2020-01-21 23:55:05","kadule","""Mental health is merely... health,"" and other important things to hear https://twitter.com/TonyReali/status/1219749182615040001 …"
"92","2020-01-21 23:55:03","3sHealth","Calling all 3sHealth benefit plan members: social workers are available to you to aid with overall well-being and mental health support. Learn more about your coverage here: http://ow.ly/oyYf50y1m6F pic.twitter.com/2KxxSdBaqI"
"93","2020-01-21 23:55:03","LikeOneAnother","No act of self-care is too small. Our newest #mentalhealth advocate, Jacqueline, is a big believer in taking pride in the things that bring her inner-peace and mental wellness. - @JVATALARO #LikeOneAnother #EndTheStigmapic.twitter.com/VprJLd2C4U"
"94","2020-01-21 23:55:02","cvegnad","Book on PTSD published, exposing the mental health industry http://trbr.io/FAbndsg via @amabaiepic.twitter.com/P4hlXLyP85"
"95","2020-01-21 23:54:59","JjongsBlingBebe","I’m already getting some hate for saying that I want to take care of my mental health. Why am I surprised?"
"96","2020-01-21 23:54:58","VanGelder_","Never knew the day will come where my own club will become bad for my mental health"
"97","2020-01-21 23:54:47","AndroidCarlisle","Anyone not had their fill of shit takes? Well, here's a thread for you..... Side note: the end part about mental health is decent. #2Ahttps://twitter.com/mistermegative/status/1219685629887381504 …"
"98","2020-01-21 23:54:47","JohnBla14795752","The song is VERY CLEARLY addressing mental health, drug abuse and gun laws in this country man. What’s wrong with you?"
"99","2020-01-21 23:54:38","Aushiker","A nice effort. However I do encourage you to check out a local arts group. I am sure will be able to find a nice community group happy to help you develop your skills. I believe such groups and activities are also good for your mental health. A win win all round."
"100","2020-01-21 23:54:32","realkaralynch","Thank God they passed this instead of coming up with a solution to the #homeless and mental health crisis!"
"101","2020-01-21 23:54:31","fscarfe","#alcoholawareness Mental health and Alcohol consumption-Find healthier and safer alternatives to this deadly carcinogen!"
"102","2020-01-21 23:54:31","ShadeLiesHeavy","while not allowing men to properly sexually express themselves leading to years of pent up depression and mental health issues cause ooo sex is icky"
"103","2020-01-21 23:54:31","Paramountthugs","Maybe cuz I’m not as powerful as these athletes ? Or rich ppl? Lol mental health involves a lot of money to be brought to the table, rehab etc and guess what? Ion got that shit lol"
"104","2020-01-21 23:54:30","pippasampson","Do men realise the impacts that ghosting has on girls’ mental health and self esteem?"
"105","2020-01-21 23:54:29","unionadvocate","Strong #RedForEd showing at the @SPPS_News board meeting. Standing room only as educators and parents speak up for bargaining proposals like mental health supports, training for TA’s and immersion education pic.twitter.com/RRlc9to1Dm"
"106","2020-01-21 23:54:27","ladysman91217","Take all the time you need. Its ok, no need to apologise. Your mental health is more important. I think can speak for all your fans who love you as much as I do when i say take care of yourself. We are all here to support you through thick and thin."
"107","2020-01-21 23:54:22","IAmBeeLee","Delonte West is set if anybody got his back. Sue for defamation. If I run into him we goin downtown to put that paperwork in. Leave him the fuck alone unless you seriously give a shit about his mental health."
"108","2020-01-21 23:54:20","Paijawn","The amount of mental health misinformation that comes across my timeline . I want to correct but ..... I can't work for free."
"109","2020-01-21 23:54:19","chrisoldcorn","Conquer Your Goals with this Super Simple Technique - via @pensignal #medium #lifelessons #motivation #mentalhealth #goals #psychology #life #inspiration #lifegoals #wisdom #success #lifestyle #dreams #wellbeing #mindfulness #anxiety #health #happinesshttps://medium.com/med-daily/conquer-your-goals-with-this-super-simple-technique-f3e67e34f44e …"
"110","2020-01-21 23:54:17","NFLaccountt","Legit starting to feel bad.. Clearly a severe mental health issue taking over his entire life https://twitter.com/bleacherreport/status/1219732383060152321 …"
"111","2020-01-21 23:54:16","Aushiker","A nice effort. However I do encourage you to check out a local arts group. I am sure will be able to find a nice community group happy to help you develop your skills. I believe such groups and activities are also good for your mental health. A win win all round."
"112","2020-01-21 23:54:04","wusa9","Delonte West's former coach and teammates concerned for his mental health after video of ex-NBA player being beaten https://www.wusa9.com/article/news/local/maryland/ex-nba-player-delonte-west-coaches-and-teammates-concerned-for-mental-health/65-a76a5754-9562-48dc-893d-415b9adb1b32 …"
"113","2020-01-21 23:54:04","Wheatty","Bushfire support from Federal Government with $76 million for mental health services for victims https://www.abc.net.au/news/2020-01-12/federal-government-funds-for-mental-health-in-fires-crisis/11860660?pfmredir=sm … via @abcnews"
"114","2020-01-21 23:54:03","Usagi__mami","Hey loves, most know why I’ve been so inactive these last few months and I thank you for understanding I will Be offline for the next few months for my mental health. Selling all my content for cheap and bundles like crazy. Dm if you’d like to by something before I log off"
"115","2020-01-21 23:54:03","thiessen_judy","I have no problem with strict background checks to purchase guns. Actually, since my profession is in Psychiatric mental health, I prefer Psychiatric evaluations before being able to purchase to purchase a gun. I suggest a visit a locked unit, but you wouldn’t be allowed inside."
"116","2020-01-21 23:54:03","AnitaYandle","I sometimes over share, but I think that’s a good thing. We’re not professionals in public & people with our friends. We’re both, always. And if we talk more about mental health, sexuality, income, etc. in public, it will help destigmatize those conversations."
"117","2020-01-21 23:54:00","TheMxRoseSystem","We say go for it. It’s a huge step, but it’ll teach her! -Windfall Instead of revenge, you’re in high school, so that’s where your main focus should be. -Aurora School shouldn’t be a priority for everyone! I can say as an abuse victim, your mental health gets better. -Q"
"118","2020-01-21 23:53:59","MrsGallagher_SC","Interesting and startling info regarding mental health in schools. From 2016 http://apps.npr.org/mental-health/?fbclid=IwAR3SbKZO_eHPBavB4guI3D05Vefn38yJ1z94S78t62yTPaeHrsEbZDph3II …"
"119","2020-01-21 23:53:56","_ericcawyer","My favorite thing about my boss is when i texted her saying my mental health was not doing okay and she gave me the day off. https://twitter.com/caitlynmcleodx/status/1219318551661678592 …"
"120","2020-01-21 23:53:55","TOZIERODDITY","i STILL sometimes have thoughts like ""omg am i faking my mental health?? omg am i pretending to be gay??"" NO. U ARE SUICIDAL AND LOVE GIRLS PLEASE SHUT UP"
"121","2020-01-21 23:53:51","ruler495","When it becomes draining to the point where it takes a toll on your mental health."
"122","2020-01-21 23:53:45","LetsChatHealth","Nevertheless, choose happy!"
"123","2020-01-21 23:53:43","naydras","how quickly that episode got forgotten in the wake of pink diamond reveals/problems is a metaphor for steven's mental health"
"124","2020-01-21 23:53:35","CryUntilDie","""Study while you have free time"" they said ""It'll help with your mental health"" they said https://twitter.com/CryUntilDie/status/1219768157407023106 …"
"125","2020-01-21 23:53:31","YangBanking","Comment & upvote frontpage article! Topic: #GunSafety Talking points: • Deescalation training • Enhance mental health resources • Most Americans agree w/ responsible gun-ownership Policy: https://www.yang2020.com/policies/gun-safety/ … Video: https://youtu.be/87M2HwkZZcw?t=2259 …https://www.washingtonpost.com/local/public-safety/alleged-white-supremacists-planned-deadly-violence-at-richmond-gun-rally-federal-prosecutors-say/2020/01/21/7c7ccdba-396d-11ea-bb7b-265f4554af6d_story.html …"
"126","2020-01-21 23:53:27","Anderson19772","Then lobby for mental health instead of banning guns"
"127","2020-01-21 23:53:25","fscarfe","#alcoholawareness Mental health and Alcohol"
"128","2020-01-21 23:53:15","Salazar1085","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"129","2020-01-21 23:53:12","R_Farrer","For you being a mental health advocate. You have some mental issues.."
"130","2020-01-21 23:53:08","MmeHartman","We are using the daily affirmations at our wellness table, thanks for so many resources. We are currently putting together a wellness fair researching mental health, funding and where to get help."
"131","2020-01-21 23:53:07","mrjudedanger","""My dad didn't bomb Iranians, he helped sell them weapons. He never tried to take healthcare away from everybody, just veterans with mental health issues. And my dad would never discriminate against LGBTQIA folks because he pretended they didn't exist."" http://news.yahoo.com/ronald-reagan-traitorous-trump-gop-075413190.html …"
"132","2020-01-21 23:52:58","KoryB_Fit27","Invest in real estate. Look at start ups I’m interested in and invest in those. Take care of my inner circle. Create a “You can” foundation that focuses on mental health and abusive relationships. Quit. My. Job. https://twitter.com/getthebagcoach/status/1218573585314385921 …"
"133","2020-01-21 23:52:55","sharlapike","Valentine’s Day is coming up ... check out soul_fire_fam and give your valentine a beautiful #malabead bracelet from @zenwanddawn . 10% of proceeds go towards first responders mental health programs .… https://www.instagram.com/p/B7mc-b1BnD5/?igshid=ls22yu5n4hv5 …"
"134","2020-01-21 23:52:54","Newsround_Blog","You cannot halt the natural body development of a child without it having potentially harmful consequences for the mental health of the child. That's why #pubertyblockers should be banned, with an exception made for children suffering precocious puberty. @MattHancock @CMO_England"
"135","2020-01-21 23:52:51","AnikaGK","Addressing mental health and emphasizing STEM in education both take investments. Your cuts will hurt both of these things."
"136","2020-01-21 23:52:50","bryonyyw_","How is it not a mental health issue if something like that can affect you so much mentally? Don’t know where you’re working pal but no ones going into the office to argue"
"137","2020-01-21 23:52:46","gamestopbooty","me to myself when im thinking about discussing my mental health with someone new pic.twitter.com/P6YL9rIN2x"
"138","2020-01-21 23:52:43","whowecovldbe","nothing genuinely scares me but onisions mental health/how he presents himself and the shit that comes out literally like every week is lowkey terrifying"
"139","2020-01-21 23:52:40","SimplyJadaImani","I agree there are reasons to not like him and this isn’t one of them. He was fighting severe depression. Have some compassion. Mental health is important."
"140","2020-01-21 23:52:39","wordofarebel","I've had 3 mental health conversations in just the past 4 days So with that in mind... Here's an episode I did a few months ago #WordOfaRebel #MentalHealth #selfcarehttps://open.spotify.com/episode/6KBHZBwQlEVho4eJ7DsM3J?si=TpSHPpa4TISWM5CPeu0l_A …"
"141","2020-01-21 23:52:39","dillyngold","“bro my mental health is literally balancing on this pair of heelys right now”"
"142","2020-01-21 23:52:38","Nnp17WRNcxfuLAB","i don't think the @NBA should be allowed to associate with you. How many #mentalhealth LTD claims to you deny every year? #LetsTalk bout how your case workers can override #Doctors ??? @Bell #MentalHealthAwareness next week, huh? don't talk unless you want paperwork and lawyers"
"143","2020-01-21 23:52:34","mojos55","@excellency_your Retweeted Anneka Rice @AnnekaRice · Don’t forget to watch Losing It tonight @Channel4 10pm, a brilliant series shining a spotlight on mental health issues and challenges faced by NHS frontline workers #LosingIt #channel4 @storyfilms_tv"
"144","2020-01-21 23:52:32","bbroccolibaby","how do u actually let people in and not push them away???? especially when my mental health gets mad I just push everyone away ughhhh"
"145","2020-01-21 23:52:30","CrystalFolly","When ur mental health is bad and you have work the next day but you log into ffxiv at 12am"
"146","2020-01-21 23:52:28","glovbel27","everyone should have this mindset rather than giving shitty people the benefit of the doubt and allowing them to come into your life and fuck up your success and mental health! https://twitter.com/melslvtz/status/1216701563340673024 …"
"147","2020-01-21 23:52:27","rdw_world","'Stay In Bed' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #humans #mentalhealth #war #edgypoetry #headlines #poetrycompetition #poetrypublis… https://ift.tt/38pIIUH pic.twitter.com/VUbO4284Nt"
"148","2020-01-21 23:52:26","rdw_world","'Do You Ever Wonder?' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #afterlife #mentalhealth #deathquotes #edgypoetry #mindfulness #poetrycomp… https://ift.tt/30J0bEW pic.twitter.com/yDgiFceH2Z"
"149","2020-01-21 23:52:24","rdw_world","'Man Of Few Words' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #love #mentalhealth #wellness #edgypoetry #mindfulness #poetrycompetition #po… https://ift.tt/2RDk8bZ pic.twitter.com/I9jNlRJfwj"
"150","2020-01-21 23:52:23","rdw_world","'Man Of Few Words' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #love #mentalhealth #wellness #edgypoetry #mindfulness #poetrycompetition #po… https://ift.tt/2RK4Hiy pic.twitter.com/ne2W7N3LxG"
"151","2020-01-21 23:52:22","rdw_world","'Man Of Few Words' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #love #mentalhealth #wellness #edgypoetry #mindfulness #poetrycompetition #po… https://ift.tt/2RC9PVD pic.twitter.com/4nUEAC0NS7"
"152","2020-01-21 23:52:18","AdeniyiJhonny","@GiuseppeSchiro5 “I will #focus on my #strengths!” http://etsy.me/2kvIYye #HappyTuesday #shopping #selfworth #selflove #selfcare #love #loveyourself #healing #motivation #mentalhealth #selfesteem #coach #confidence #mindfulness #positivevibes #quotes #growthmindset"
"153","2020-01-21 23:52:14","BigChoPPz","Mental Health is very serious. What baffles me is that they knew that he had problems, yet no one had reached out to him. It takes Social Media for it to be an issue. Thats very upsetting. https://twitter.com/BroBible/status/1219476111710740480 …"
